sale_id,customer_id,country,product_id,product_name,category,quantity,unit_price,discount,amount,event_ts
35,45,DE,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-02-21T21:07:00+00:00
36,21,DE,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-04-22T08:27:00+00:00
37,84,ES,105,Dock USB-C,Accessories,1,159.0,0.1,143.1,2026-02-24T12:00:00+00:00
38,85,FR,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-01-22T00:18:00+00:00
39,14,ES,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-02-19T13:54:00+00:00
40,37,BE,105,Dock USB-C,Accessories,2,159.0,0.0,318.0,2026-02-07T01:31:00+00:00
41,88,DE,106,Webcam HD,Accessories,3,99.0,0.1,267.3,2026-03-30T22:25:00+00:00
42,33,FR,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-04-26T11:13:00+00:00
43,55,ES,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-01-01T15:29:00+00:00
44,43,DE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-01-30T09:57:00+00:00
45,95,IT,104,Mouse,Accessories,5,49.0,0.05,232.75,2026-04-13T02:38:00+00:00
46,2,DE,101,Laptop Pro,Computers,1,1299.0,0.0,1299.0,2026-04-10T07:43:00+00:00
47,5,ES,107,Server Mini,Servers,3,2199.0,0.1,5937.3,2026-04-11T14:01:00+00:00
48,19,FR,104,Mouse,Accessories,2,49.0,0.0,98.0,2026-02-26T02:48:00+00:00
49,47,DE,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-02-08T05:50:00+00:00
50,88,DE,102,Monitor 27,Displays,1,349.0,0.0,349.0,2026-05-23T00:22:00+00:00
51,72,ES,107,Server Mini,Servers,4,2199.0,0.1,7916.4,2026-05-17T10:31:00+00:00
52,20,IT,102,Monitor 27,Displays,2,349.0,0.0,698.0,2026-06-10T10:57:00+00:00
53,53,DE,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-05-23T10:17:00+00:00
54,53,DE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-01-29T23:32:00+00:00
55,90,BE,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-06-06T07:15:00+00:00
56,61,IT,102,Monitor 27,Displays,2,349.0,0.05,663.1,2026-03-05T15:40:00+00:00
57,40,BE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-01-05T07:23:00+00:00
58,85,FR,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-02-20T17:14:00+00:00
59,9,BE,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-04-27T18:40:00+00:00
60,66,FR,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-06-20T23:35:00+00:00
61,4,FR,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-04-16T16:38:00+00:00
62,34,DE,101,Laptop Pro,Computers,1,1299.0,0.1,1169.1,2026-03-21T02:38:00+00:00
63,45,DE,106,Webcam HD,Accessories,3,99.0,0.05,282.15,2026-04-21T08:34:00+00:00
64,66,FR,101,Laptop Pro,Computers,4,1299.0,0.1,4676.4,2026-02-04T14:28:00+00:00
65,33,FR,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-04-05T15:33:00+00:00
66,69,DE,106,Webcam HD,Accessories,2,99.0,0.0,198.0,2026-03-20T12:22:00+00:00
67,9,BE,106,Webcam HD,Accessories,3,99.0,0.1,267.3,2026-02-27T03:31:00+00:00
68,85,FR,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-04-03T07:39:00+00:00
69,40,BE,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-03-15T06:06:00+00:00
70,90,BE,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-02-04T22:09:00+00:00
71,54,BE,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-04-23T01:13:00+00:00
72,73,DE,103,Keyboard,Accessories,4,79.0,0.1,284.4,2026-06-01T18:36:00+00:00
73,1,FR,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-03-20T06:12:00+00:00
74,75,BE,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-03-22T10:11:00+00:00
75,57,ES,106,Webcam HD,Accessories,2,99.0,0.1,178.2,2026-03-28T03:22:00+00:00
76,95,IT,102,Monitor 27,Displays,1,349.0,0.0,349.0,2026-04-04T20:02:00+00:00
77,85,FR,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-01-18T00:00:00+00:00
78,97,ES,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-05-27T19:55:00+00:00
79,26,FR,102,Monitor 27,Displays,1,349.0,0.0,349.0,2026-02-14T13:44:00+00:00
80,61,IT,105,Dock USB-C,Accessories,1,159.0,0.05,151.05,2026-03-17T10:43:00+00:00
81,81,ES,105,Dock USB-C,Accessories,2,159.0,0.05,302.1,2026-03-31T23:58:00+00:00
82,52,IT,102,Monitor 27,Displays,2,349.0,0.0,698.0,2026-06-12T12:05:00+00:00
83,97,ES,107,Server Mini,Servers,1,2199.0,0.05,2089.05,2026-02-09T20:07:00+00:00
84,23,FR,107,Server Mini,Servers,5,2199.0,0.05,10445.25,2026-01-10T03:24:00+00:00
85,72,ES,102,Monitor 27,Displays,1,349.0,0.05,331.55,2026-01-25T06:34:00+00:00
86,60,BE,106,Webcam HD,Accessories,5,99.0,0.1,445.5,2026-04-19T09:34:00+00:00
87,41,BE,107,Server Mini,Servers,4,2199.0,0.1,7916.4,2026-05-29T08:49:00+00:00
88,93,ES,105,Dock USB-C,Accessories,4,159.0,0.1,572.4,2026-03-23T04:13:00+00:00
89,21,DE,106,Webcam HD,Accessories,4,99.0,0.05,376.2,2026-02-17T04:25:00+00:00
90,97,ES,102,Monitor 27,Displays,3,349.0,0.1,942.3,2026-03-30T05:14:00+00:00
91,81,ES,102,Monitor 27,Displays,3,349.0,0.05,994.65,2026-01-15T02:31:00+00:00
92,92,IT,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-03-03T03:20:00+00:00
93,41,BE,105,Dock USB-C,Accessories,1,159.0,0.0,159.0,2026-01-28T10:59:00+00:00
94,30,FR,104,Mouse,Accessories,2,49.0,0.0,98.0,2026-01-12T16:37:00+00:00
95,54,BE,104,Mouse,Accessories,3,49.0,0.1,132.3,2026-03-26T19:39:00+00:00
96,54,BE,101,Laptop Pro,Computers,2,1299.0,0.05,2468.1,2026-03-12T21:39:00+00:00
97,99,ES,105,Dock USB-C,Accessories,1,159.0,0.1,143.1,2026-03-11T05:54:00+00:00
98,62,FR,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-05-18T03:58:00+00:00
99,50,DE,107,Server Mini,Servers,4,2199.0,0.1,7916.4,2026-05-17T01:56:00+00:00
100,95,IT,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-03-30T21:06:00+00:00
101,29,ES,103,Keyboard,Accessories,4,79.0,0.05,300.2,2026-01-06T06:48:00+00:00
102,50,DE,103,Keyboard,Accessories,4,79.0,0.0,316.0,2026-06-03T00:13:00+00:00
103,60,BE,102,Monitor 27,Displays,5,349.0,0.1,1570.5,2026-01-05T21:49:00+00:00
104,51,IT,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-01-16T06:46:00+00:00
105,83,DE,104,Mouse,Accessories,2,49.0,0.05,93.1,2026-02-03T01:59:00+00:00
106,7,FR,103,Keyboard,Accessories,4,79.0,0.0,316.0,2026-02-08T12:45:00+00:00
107,59,DE,103,Keyboard,Accessories,3,79.0,0.05,225.15,2026-02-20T15:43:00+00:00
108,97,ES,107,Server Mini,Servers,4,2199.0,0.0,8796.0,2026-06-01T23:46:00+00:00
109,11,ES,104,Mouse,Accessories,1,49.0,0.1,44.1,2026-01-10T11:33:00+00:00
110,45,DE,102,Monitor 27,Displays,1,349.0,0.0,349.0,2026-05-18T07:17:00+00:00
111,4,FR,102,Monitor 27,Displays,2,349.0,0.0,698.0,2026-04-24T02:39:00+00:00
112,20,IT,102,Monitor 27,Displays,2,349.0,0.05,663.1,2026-05-02T20:54:00+00:00
113,15,FR,105,Dock USB-C,Accessories,2,159.0,0.05,302.1,2026-05-08T08:00:00+00:00
114,33,FR,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-04-21T07:11:00+00:00
115,78,BE,106,Webcam HD,Accessories,1,99.0,0.0,99.0,2026-02-26T14:56:00+00:00
116,14,ES,105,Dock USB-C,Accessories,1,159.0,0.0,159.0,2026-04-15T19:41:00+00:00
117,87,FR,104,Mouse,Accessories,4,49.0,0.0,196.0,2026-01-14T20:02:00+00:00
118,76,FR,106,Webcam HD,Accessories,2,99.0,0.0,198.0,2026-05-07T22:04:00+00:00
119,99,ES,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-05-25T22:46:00+00:00
120,73,DE,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-04-07T23:35:00+00:00
121,55,ES,106,Webcam HD,Accessories,3,99.0,0.0,297.0,2026-04-03T02:34:00+00:00
122,83,DE,103,Keyboard,Accessories,1,79.0,0.05,75.05,2026-05-30T16:49:00+00:00
123,63,BE,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-04-26T16:54:00+00:00
124,59,DE,106,Webcam HD,Accessories,2,99.0,0.05,188.1,2026-02-02T01:33:00+00:00
125,94,BE,105,Dock USB-C,Accessories,3,159.0,0.1,429.3,2026-05-28T03:04:00+00:00
126,69,DE,107,Server Mini,Servers,4,2199.0,0.05,8356.2,2026-03-21T07:03:00+00:00
127,94,BE,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-06-05T01:11:00+00:00
128,32,FR,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-06-10T11:54:00+00:00
129,58,ES,102,Monitor 27,Displays,4,349.0,0.1,1256.4,2026-04-22T02:34:00+00:00
130,86,DE,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-03-31T23:39:00+00:00
131,42,IT,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-03-06T14:15:00+00:00
132,34,DE,103,Keyboard,Accessories,3,79.0,0.1,213.3,2026-05-08T15:31:00+00:00
133,36,DE,105,Dock USB-C,Accessories,1,159.0,0.1,143.1,2026-06-22T14:08:00+00:00
134,25,FR,101,Laptop Pro,Computers,2,1299.0,0.05,2468.1,2026-03-30T22:37:00+00:00
135,72,ES,107,Server Mini,Servers,2,2199.0,0.05,4178.1,2026-04-28T13:59:00+00:00
136,92,IT,104,Mouse,Accessories,4,49.0,0.0,196.0,2026-01-17T22:33:00+00:00
137,38,DE,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-02-25T17:50:00+00:00
138,85,FR,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-04-11T18:09:00+00:00
139,68,IT,103,Keyboard,Accessories,4,79.0,0.1,284.4,2026-03-02T05:14:00+00:00
140,46,BE,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-02-25T19:39:00+00:00
141,33,FR,102,Monitor 27,Displays,1,349.0,0.0,349.0,2026-02-27T10:39:00+00:00
142,16,IT,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-02-04T20:51:00+00:00
143,28,ES,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-05-12T21:45:00+00:00
144,76,FR,107,Server Mini,Servers,5,2199.0,0.1,9895.5,2026-02-21T12:26:00+00:00
145,13,BE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-02-11T09:53:00+00:00
146,47,DE,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-05-09T21:22:00+00:00
147,69,DE,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-01-10T22:13:00+00:00
148,71,FR,103,Keyboard,Accessories,2,79.0,0.05,150.1,2026-01-19T16:12:00+00:00
149,2,DE,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-03-29T03:32:00+00:00
150,57,ES,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-02-15T23:05:00+00:00
151,62,FR,101,Laptop Pro,Computers,1,1299.0,0.05,1234.05,2026-03-31T12:28:00+00:00
152,10,ES,105,Dock USB-C,Accessories,1,159.0,0.0,159.0,2026-01-28T03:51:00+00:00
153,73,DE,103,Keyboard,Accessories,1,79.0,0.0,79.0,2026-01-22T13:31:00+00:00
154,72,ES,107,Server Mini,Servers,4,2199.0,0.1,7916.4,2026-04-19T12:31:00+00:00
155,80,DE,102,Monitor 27,Displays,5,349.0,0.05,1657.75,2026-03-24T00:19:00+00:00
156,57,ES,103,Keyboard,Accessories,5,79.0,0.05,375.25,2026-02-25T14:13:00+00:00
157,73,DE,105,Dock USB-C,Accessories,1,159.0,0.1,143.1,2026-05-15T17:29:00+00:00
158,13,BE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-02-18T04:15:00+00:00
159,85,FR,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-02-01T15:24:00+00:00
160,71,FR,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-03-16T08:50:00+00:00
161,58,ES,106,Webcam HD,Accessories,5,99.0,0.05,470.25,2026-02-23T00:31:00+00:00
162,5,ES,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-05-08T23:23:00+00:00
163,59,DE,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-05-24T10:04:00+00:00
164,81,ES,105,Dock USB-C,Accessories,2,159.0,0.05,302.1,2026-01-21T21:27:00+00:00
165,70,FR,102,Monitor 27,Displays,2,349.0,0.0,698.0,2026-05-31T11:36:00+00:00
166,19,FR,101,Laptop Pro,Computers,1,1299.0,0.0,1299.0,2026-05-25T07:02:00+00:00
167,40,BE,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-03-21T22:41:00+00:00
168,16,IT,104,Mouse,Accessories,3,49.0,0.05,139.65,2026-06-21T14:36:00+00:00
169,35,DE,105,Dock USB-C,Accessories,5,159.0,0.05,755.25,2026-03-21T16:35:00+00:00
170,11,ES,105,Dock USB-C,Accessories,1,159.0,0.05,151.05,2026-05-14T17:13:00+00:00
171,42,IT,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-01-17T15:00:00+00:00
172,30,FR,106,Webcam HD,Accessories,5,99.0,0.1,445.5,2026-06-23T02:02:00+00:00
173,3,BE,107,Server Mini,Servers,3,2199.0,0.1,5937.3,2026-01-08T07:46:00+00:00
174,98,IT,107,Server Mini,Servers,2,2199.0,0.05,4178.1,2026-04-05T11:23:00+00:00
175,84,ES,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-04-17T13:20:00+00:00
176,56,DE,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-03-27T13:30:00+00:00
177,45,DE,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-05-02T23:51:00+00:00
178,14,ES,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-03-16T22:30:00+00:00
179,89,BE,104,Mouse,Accessories,3,49.0,0.05,139.65,2026-05-29T02:31:00+00:00
180,98,IT,105,Dock USB-C,Accessories,1,159.0,0.05,151.05,2026-01-17T00:44:00+00:00
181,41,BE,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-05-21T15:18:00+00:00
182,52,IT,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-04-30T17:21:00+00:00
183,70,FR,104,Mouse,Accessories,4,49.0,0.0,196.0,2026-02-04T03:33:00+00:00
184,67,IT,103,Keyboard,Accessories,5,79.0,0.05,375.25,2026-04-24T20:27:00+00:00
185,57,ES,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-02-18T14:47:00+00:00
186,71,FR,102,Monitor 27,Displays,3,349.0,0.05,994.65,2026-06-10T08:28:00+00:00
187,90,BE,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-04-25T16:36:00+00:00
188,78,BE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-02-26T13:41:00+00:00
189,71,FR,101,Laptop Pro,Computers,5,1299.0,0.05,6170.25,2026-01-17T23:14:00+00:00
190,29,ES,107,Server Mini,Servers,1,2199.0,0.05,2089.05,2026-06-22T09:46:00+00:00
191,16,IT,106,Webcam HD,Accessories,2,99.0,0.05,188.1,2026-06-19T18:49:00+00:00
192,92,IT,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-03-17T15:18:00+00:00
193,62,FR,104,Mouse,Accessories,2,49.0,0.05,93.1,2026-04-11T08:30:00+00:00
194,19,FR,104,Mouse,Accessories,2,49.0,0.1,88.2,2026-04-03T12:32:00+00:00
195,96,BE,102,Monitor 27,Displays,1,349.0,0.0,349.0,2026-05-21T15:52:00+00:00
196,54,BE,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-05-30T09:02:00+00:00
197,1,FR,103,Keyboard,Accessories,3,79.0,0.1,213.3,2026-04-16T13:43:00+00:00
198,85,FR,104,Mouse,Accessories,2,49.0,0.05,93.1,2026-04-09T01:05:00+00:00
199,62,FR,103,Keyboard,Accessories,3,79.0,0.1,213.3,2026-05-19T21:02:00+00:00
200,70,FR,104,Mouse,Accessories,4,49.0,0.0,196.0,2026-06-08T07:20:00+00:00
201,25,FR,106,Webcam HD,Accessories,2,99.0,0.1,178.2,2026-03-11T17:13:00+00:00
202,30,FR,107,Server Mini,Servers,4,2199.0,0.0,8796.0,2026-02-27T22:08:00+00:00
203,96,BE,104,Mouse,Accessories,4,49.0,0.05,186.2,2026-05-01T19:42:00+00:00
204,84,ES,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-01-23T23:34:00+00:00
205,65,IT,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-06-09T03:23:00+00:00
206,57,ES,101,Laptop Pro,Computers,5,1299.0,0.05,6170.25,2026-01-03T19:03:00+00:00
207,93,ES,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-01-14T14:55:00+00:00
208,61,IT,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-04-24T11:03:00+00:00
209,89,BE,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-06-05T03:56:00+00:00
210,87,FR,107,Server Mini,Servers,5,2199.0,0.05,10445.25,2026-02-27T15:30:00+00:00
211,81,ES,106,Webcam HD,Accessories,4,99.0,0.1,356.4,2026-01-07T12:50:00+00:00
212,80,DE,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-02-11T09:54:00+00:00
213,96,BE,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-05-19T10:06:00+00:00
214,82,BE,106,Webcam HD,Accessories,1,99.0,0.05,94.05,2026-01-31T06:51:00+00:00
215,89,BE,103,Keyboard,Accessories,1,79.0,0.0,79.0,2026-03-01T01:12:00+00:00
216,8,FR,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-03-20T09:41:00+00:00
217,19,FR,102,Monitor 27,Displays,5,349.0,0.05,1657.75,2026-04-14T00:34:00+00:00
218,88,DE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-02-01T20:53:00+00:00
219,11,ES,105,Dock USB-C,Accessories,4,159.0,0.1,572.4,2026-05-05T08:39:00+00:00
220,31,BE,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-02-12T06:26:00+00:00
221,60,BE,106,Webcam HD,Accessories,3,99.0,0.05,282.15,2026-02-16T11:32:00+00:00
222,86,DE,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-05-04T08:31:00+00:00
223,70,FR,102,Monitor 27,Displays,1,349.0,0.05,331.55,2026-06-22T01:47:00+00:00
224,45,DE,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-05-06T16:01:00+00:00
225,33,FR,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-03-12T00:45:00+00:00
226,62,FR,101,Laptop Pro,Computers,2,1299.0,0.05,2468.1,2026-04-15T02:46:00+00:00
227,46,BE,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-01-04T23:51:00+00:00
228,85,FR,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-04-14T00:34:00+00:00
229,88,DE,107,Server Mini,Servers,1,2199.0,0.1,1979.1,2026-05-16T15:42:00+00:00
230,64,BE,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-04-21T12:18:00+00:00
231,46,BE,102,Monitor 27,Displays,2,349.0,0.1,628.2,2026-02-15T15:00:00+00:00
232,87,FR,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-06-14T11:01:00+00:00
233,81,ES,106,Webcam HD,Accessories,1,99.0,0.0,99.0,2026-05-24T13:29:00+00:00
234,57,ES,101,Laptop Pro,Computers,5,1299.0,0.0,6495.0,2026-05-14T07:43:00+00:00
235,17,DE,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-05-17T01:47:00+00:00
236,54,BE,102,Monitor 27,Displays,2,349.0,0.0,698.0,2026-05-24T04:19:00+00:00
237,70,FR,103,Keyboard,Accessories,5,79.0,0.1,355.5,2026-06-16T07:05:00+00:00
238,35,DE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-06-16T09:32:00+00:00
239,62,FR,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-05-27T09:44:00+00:00
240,15,FR,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-05-18T06:56:00+00:00
241,29,ES,107,Server Mini,Servers,4,2199.0,0.1,7916.4,2026-03-08T14:05:00+00:00
242,12,ES,107,Server Mini,Servers,4,2199.0,0.0,8796.0,2026-02-18T03:26:00+00:00
243,69,DE,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-05-03T11:37:00+00:00
244,96,BE,106,Webcam HD,Accessories,3,99.0,0.1,267.3,2026-03-11T08:43:00+00:00
245,82,BE,103,Keyboard,Accessories,1,79.0,0.0,79.0,2026-03-27T19:54:00+00:00
246,4,FR,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-06-16T14:48:00+00:00
247,79,FR,102,Monitor 27,Displays,1,349.0,0.05,331.55,2026-06-15T13:10:00+00:00
248,90,BE,103,Keyboard,Accessories,4,79.0,0.0,316.0,2026-01-26T10:41:00+00:00
249,6,ES,101,Laptop Pro,Computers,3,1299.0,0.05,3702.15,2026-01-22T03:20:00+00:00
250,13,BE,102,Monitor 27,Displays,5,349.0,0.0,1745.0,2026-03-12T18:01:00+00:00
251,59,DE,103,Keyboard,Accessories,5,79.0,0.05,375.25,2026-04-17T22:07:00+00:00
252,96,BE,106,Webcam HD,Accessories,2,99.0,0.05,188.1,2026-04-30T05:23:00+00:00
253,13,BE,107,Server Mini,Servers,4,2199.0,0.1,7916.4,2026-03-16T07:05:00+00:00
254,36,DE,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-03-22T17:10:00+00:00
255,57,ES,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-05-05T19:46:00+00:00
256,48,DE,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-03-14T11:29:00+00:00
257,36,DE,102,Monitor 27,Displays,1,349.0,0.05,331.55,2026-01-17T16:31:00+00:00
258,85,FR,102,Monitor 27,Displays,5,349.0,0.0,1745.0,2026-01-10T04:58:00+00:00
259,43,DE,102,Monitor 27,Displays,2,349.0,0.1,628.2,2026-02-07T08:33:00+00:00
260,9,BE,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-04-17T17:56:00+00:00
261,28,ES,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-05-21T23:16:00+00:00
262,19,FR,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-02-20T11:25:00+00:00
263,19,FR,102,Monitor 27,Displays,5,349.0,0.0,1745.0,2026-05-26T08:45:00+00:00
264,23,FR,101,Laptop Pro,Computers,1,1299.0,0.0,1299.0,2026-01-03T16:55:00+00:00
265,46,BE,107,Server Mini,Servers,2,2199.0,0.1,3958.2,2026-02-28T22:34:00+00:00
266,3,BE,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-01-24T01:48:00+00:00
267,95,IT,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-05-16T17:51:00+00:00
268,9,BE,104,Mouse,Accessories,4,49.0,0.0,196.0,2026-04-04T10:22:00+00:00
